game_id,elo1_pre,elo2_pre,elo1_post,elo_2post,neutral,elo_prob1,elo_prob2
201710170CLE,1648,1532,1650.2903258149936,1529.7096741850064,0,0.7761545753418307,0.22384542465816923
201710170GSW,1761,1574,1753.0228790750962,1581.9771209249038,0,0.8391753178526754,0.16082468214732448
201710180BOS,1529.7096741850064,1508,1517.3593229381772,1520.3503512468292,0,0.6683245999502329,0.33167540004976725
201710180DAL,1441,1486,1432.364173477342,1494.635826522658,0,0.5784967523447428,0.4215032476552571
201710180DET,1457,1473,1465.9915665105457,1464.0084334894543,0,0.6185841220890308,0.38141587791096926
201710180IND,1503,1405,1507.3751834980897,1400.6248165019103,0,0.7576391748622516,0.24236082513774843
201710180MEM,1489,1488,1497.3390524061856,1479.6609475938144,0,0.641390111955618,0.3586098880443821
201710180ORL,1390,1553,1401.4095411599192,1541.5904588400808,0,0.41031649686005006,0.5896835031399499
201710180PHO,1381,1531,1357.2974508136626,1554.7025491863374,0,0.4285368825916186,0.5714631174083814
201710180SAC,1421,1581.9771209249038,1415.8486061138974,1587.1285148110064,0,0.4131369081697433,0.5868630918302566
201710180SAS,1617,1474,1620.226371167972,1470.773628832028,0,0.8019966441144332,0.19800335588556678
201710180UTA,1580,1540,1586.2096934472465,1533.7903065527535,0,0.691236152414763,0.30876384758523695
201710180WAS,1566,1380,1567.9799123408384,1378.0200876591616,0,0.8383969073869433,0.16160309261305675
201710190LAL,1401,1591,1391.8887451953344,1600.1112548046656,0,0.37330091833326795,0.626699081666732
201710190OKC,1518,1407,1525.1253852154528,1399.8746147845472,0,0.7711142606875974,0.22888573931240272
201710190TOR,1532,1497,1540.9748660714217,1488.0251339285783,0,0.6850596089933502,0.3149403910066498
201710200BRK,1400.6248165019103,1401.4095411599192,1405.7086602508098,1396.3256974110197,0,0.6390236532463985,0.3609763467536015
201710200CHO,1464.0084334894543,1494.635826522658,1476.5447984667476,1482.0994615453646,0,0.598529276336649,0.401470723663351
201710200DAL,1432.364173477342,1415.8486061138974,1422.9267283270083,1425.2860512642312,0,0.6616638055989087,0.33833619440109125
201710200IND,1507.3751834980897,1554.7025491863374,1490.4924200185608,1571.5853126658662,0,0.5752265649566505,0.42477343504334963
201710200MIL,1520.3503512468292,1650.2903258149936,1507.2618117039785,1663.3788653578442,0,0.4570192519231618,0.5429807480768382
201710200MIN,1470.773628832028,1586.2096934472465,1477.2065372824943,1579.7767849967802,0,0.47780032203380624,0.5221996779661938
201710200NOP,1479.6609475938144,1753.0228790750962,1475.6476838638507,1757.0361428050599,0,0.2693443719323355,0.7306556280676644
201710200PHI,1378.0200876591616,1517.3593229381772,1369.7360304380056,1525.6433801593332,0,0.4436269929791262,0.5563730070208738
201710200PHO,1357.2974508136626,1391.8887451953344,1351.7208508844803,1397.4653451245167,0,0.5930341658534165,0.4069658341465836
201710200WAS,1567.9799123408384,1465.9915665105457,1570.765208625265,1463.2062702261192,0,0.761829937562866,0.23817006243713404
201710210CHI,1488.0251339285783,1620.226371167972,1479.5075197746735,1628.7439853218768,0,0.45379093175104634,0.5462090682489537
201710210CLE,1663.3788653578442,1396.3256974110197,1624.9234745482495,1434.7810882206145,0,0.8921533651997011,0.10784663480029892
201710210DEN,1533.7903065527535,1425.2860512642312,1540.0285713208434,1419.0477864961413,0,0.7685687160883594,0.23143128391164053
201710210HOU,1587.1285148110064,1422.9267283270083,1591.5854091457875,1418.4698339922272,0,0.820666223847817,0.17933377615218304
201710210LAC,1600.1112548046656,1351.7208508844803,1605.6576075076014,1346.1744981815445,0,0.8813729554918658,0.11862704450813412
201710210MEM,1497.3390524061856,1757.0361428050599,1516.067817510688,1738.3073777005575,0,0.2851025125702279,0.714897487429772
201710210MIA,1541.5904588400808,1490.4924200185608,1545.1789145564987,1486.9039643021429,0,0.704702047230771,0.29529795276922893
201710210MIL,1507.2618117039785,1571.5853126658662,1512.5526229868026,1566.2945013830422,0,0.5511629106554079,0.4488370893445921
201710210NYK,1399.8746147845472,1463.2062702261192,1393.2222823822242,1469.8586026284422,0,0.5525749292980765,0.44742507070192356
201710210TOR,1540.9748660714217,1369.7360304380056,1548.2853393167848,1362.4255571926426,0,0.8265507470517655,0.17344925294823454
201710210UTA,1579.7767849967802,1525.1253852154528,1585.2056705741013,1519.6964996381316,0,0.7089407333743771,0.29105926662562287
201710220BRK,1405.7086602508098,1482.0994615453646,1417.261395765543,1470.5467260306314,0,0.5339241683997872,0.46607583160021293
201710220LAL,1397.4653451245167,1475.6476838638507,1389.051250438201,1484.0617785501665,0,0.5313569319674946,0.46864306803250527
201710220OKC,1519.6964996381316,1477.2065372824943,1512.7510084417227,1484.1520284789033,0,0.694286892113781,0.305713107886219
201710230DAL,1418.4698339922272,1738.3073777005575,1410.8082466958103,1745.9689649969744,0,0.22003084592703812,0.7799691540729619
201710230DEN,1540.0285713208434,1570.765208625265,1531.8086694449473,1578.985110501161,0,0.5983781568240625,0.40162184317593747
201710230DET,1469.8586026284422,1362.4255571926426,1451.3675783600142,1380.9165814610706,0,0.7674700809759608,0.23252991902403908
201710230HOU,1591.5854091457875,1516.067817510688,1577.4175548884286,1530.2356717680468,0,0.7330906888787732,0.2669093111212269
201710230MIA,1545.1789145564987,1470.5467260306314,1550.7465551339908,1464.9790854531393,0,0.7320922224172599,0.26790777758274004
201710230MIL,1512.5526229868026,1476.5447984667476,1518.4884449726258,1470.6089764809244,0,0.6863099546987046,0.31369004530129546
201710230PHO,1346.1744981815445,1419.0477864961413,1350.9056922140549,1414.316592463631,0,0.538959342851176,0.46104065714882414
201710230SAS,1628.7439853218768,1548.2853393167848,1631.8501873418488,1545.1791372968128,0,0.7386190689345542,0.2613809310654459
201710240BOS,1525.6433801593332,1393.2222823822242,1532.0136979830284,1386.851964558529,0,0.7921482358652882,0.20785176413471185
201710240CLE,1624.9234745482495,1479.5075197746735,1627.8746633359297,1476.5563309869933,0,0.8041958324486764,0.19580416755132352
201710240LAC,1605.6576075076014,1585.2056705741013,1615.646287955508,1575.2169901261948,0,0.6667177548096221,0.3332822451903778
201710240MIN,1484.1520284789033,1486.9039643021429,1461.204941963615,1509.851050817431,0,0.6364073868101005,0.3635926131898995
201710240ORL,1434.7810882206145,1417.261395765543,1438.9853361193175,1413.05714786684,0,0.6629565793047154,0.3370434206952845
201710240POR,1566.2945013830422,1484.0617785501665,1571.3463106869733,1479.0099692462354,0,0.7405858759001893,0.25941412409981074
201710250BRK,1413.05714786684,1627.8746633359297,1424.2652032352878,1616.666607967482,0,0.3405278679075702,0.6594721320924297
201710250CHO,1470.6089764809244,1531.8086694449473,1484.2976351248706,1518.1200108010012,0,0.5556071525236076,0.4443928474763923
201710250DAL,1410.8082466958103,1530.2356717680468,1422.171455510591,1518.872462953266,0,0.47207079029363647,0.5279292097063636
201710250DET,1451.3675783600142,1461.204941963615,1464.11356031934,1448.4589600042893,0,0.6269180795985825,0.37308192040141747
201710250GSW,1745.9689649969744,1545.1791372968128,1747.7928075991254,1543.3552946946618,0,0.8496023248748289,0.1503976751251711
201710250LAL,1389.051250438201,1578.985110501161,1397.3128493831618,1570.7235115562,0,0.3733899938880846,0.6266100061119154
201710250MIA,1550.7465551339908,1631.8501873418488,1536.2441738968823,1646.3525685789573,0,0.5271672769790815,0.47283272302091855
201710250OKC,1512.7510084417227,1509.851050817431,1523.573008787486,1499.0290504716677,0,0.6439018175968574,0.35609818240314256
201710250PHI,1380.9165814610706,1577.4175548884286,1378.3696880783598,1579.9644482711394,0,0.3645883246287284,0.6354116753712715
201710250PHO,1350.9056922140549,1575.2169901261948,1366.840325612037,1559.2823567282126,0,0.3283640935725902,0.6716359064274099
201710260CHI,1476.5563309869933,1464.9790854531393,1481.3637803311044,1460.1716361090282,0,0.6552709923863916,0.34472900761360836
201710260MEM,1518.872462953266,1422.171455510591,1522.0566616412234,1418.9872568226335,0,0.7562634782656604,0.24373652173433963
201710260MIL,1518.4884449726258,1532.0136979830284,1508.1359990352546,1542.3661439203995,0,0.6219395171508645,0.37806048284913557
201710260POR,1571.3463106869733,1615.646287955508,1566.8222386144282,1620.170360028053,0,0.5794790243143019,0.4205209756856982
201710260SAC,1414.316592463631,1479.0099692462354,1404.8098194473948,1488.5167422624716,0,0.5506361328000916,0.44936386719990845
201710270ATL,1460.1716361090282,1518.1200108010012,1452.6359751787693,1525.65567173126,0,0.5602233635069023,0.43977663649309773
201710270CHO,1484.2976351248706,1579.9644482711394,1471.0756459914558,1593.1864374045542,0,0.5062356338476499,0.49376436615235
